#Id	Names	Type	Con	RA	Dec	Mag	Size	Sep	PA	Class	Distance	Notes
Nu Dra	Nu Dra	Double	Dra	17h 32m 12s	55° 11' 00"	4.9, 4.9		62	311			
Nu Sco	Nu Sco/Southern Double Double	Double	Sco	16h 12m 00s	-19° 28' 00"	4.4, 6.6		41.4	336			! B-m5.6, C-m6.8, D-m7.8 CD-2.3", AC - 41.4" Southern Double Double
Omicron 2 Eri	Omicron 2 Eri	Double	Eri	04h 15m 24s	-07° 36' 00"	9.5		8.5				C-m11.1, red dwarf and white dwarf, A component is m4.5, 82" distant, Beid
Omicron Oph	Omicron Oph/39 Oph	Double	Oph	17h 18m 00s	-24° 17' 00"	5.2, 6.6		10	355			! yellow, blue
Orion's Belt	Orion's Belt	Ast	Ori	05h 36m 12s	-01° 12' 07"	1.0	3°					three bright stars in Orion's belt
Orion's Sword	Orion's Sword	Ast	Ori	05h 35m 35s	-05° 06' 00"	2.0	2.5°					just below Orion's belt. Contains M 42
Pakan's 3	Pakan's 3	Ast	Mon	06h 52m 00s	-10° 10' 00"	9.5 - 11.5	60'					Located 3 degrees southwest of cluster M 50. Has the shape of a number '3'.
Pal 1	Pal 1	GCl	Cep	03h 33m 21s	79° 34' 50"	13.6	1.8'					
Pal 10	Pal 10	GCl	Sge	19h 18m 02s	18° 34' 22"	13.2	3.5'			o		
Pal 11	Pal 11	GCl	Aql	19h 45m 14s	-08° 00' 26"	9.8	3.2'			o		
Pal 12	Pal 12	GCl	Cap	21h 46m 39s	-21° 15' 10"	11.7	2.9'			r		
Pal 2	Pal 2	GCl	Aur	04h 46m 06s	31° 22' 55"	13.0	1.9'			r		
Pal 8	Pal 8	GCl	Sgr	18h 41m 30s	-19° 49' 33"	11.2	4.7'			o		
Patchik 56	Patchik 56	Ast	Cyg	20h 24m 00s	41° 37' 00"	11.0	3.3' x 2.2'					Small grouping, 2 stars above 4 stars, forms a trapezoid
Pi Ari	Pi Ari	Double	Ari	02h 49m 18s	17° 28' 00"	A=5.3, B=8.0, C=10.7		AB=3.3, AC=24.8				
Pi Boo	Pi Boo	Double	Boo	14h 40m 42s	16° 25' 00"	4.9, 5.8		5.4	112			
PK205+14.1	PK205+14.1	PN	Gem	07h 29m 00s	13° 15' 00"	10.3						! Use OIII, the Medusa Nebula Abell 21
Poskus 1	Poskus 1/Flyswatter	Ast	Del	20h 46m 00s	16° 20' 00"	10.0 - 11.0	6'					4 curved star with 2 more make the swatter, and 2 more make the handle
Pouring Cup	Pouring Cup	Ast	Cet	02h 12m 00s	08° 30' 00"	6.0 - 10.0	90'					Stars 65 and 64 Ceti are the front of cup facing east with 3 stars between them. One more star past star 64 starts the bottom. About 6 stars create a handle opposite of stars 64 and 65. 3 of them curve up to 2 brighter stars that line up east/west to crea
Psi 1 Psc	Psi 1 Psc	Double	Psc	01h 05m 36s	21° 28' 00"	5.3, 5.4		29.7	159			
Psi Dra	Psi Dra	Double	Dra	17h 41m 54s	72° 09' 00"	4.6, 5.6		30	16			
Queen's Kite	Queen's Kite	Ast	Cas	01h 38m 00s	58° 30' 00"	6.0 - 7.0	120' x 90'					The stars in Queen’s Kite, including Chi Cas, forms a rough pentagon shape
Question Mark	Question Mark	Ast	Cet	02h 36m 00s	06° 42' 00"	5.0 - 7.0	60' x 120'					6 stars make a question mark, last star is is Nu Ceti.
R CMi	R CMi/HIP 34474	Carbon	CMi	07h 08m 42s	10° 01' 26"	7.3 - 11.6				C7(Csep)		
R Lep	R Lep/HIP 23203/Hind's Crimson Star	Carbon	Lep	04h 59m 36s	-14° 48' 22"	5.5 - 11.7				C7(N6)		! Hind's Crimson Star, 432 days
Ray's Shrimp	Ray's Shrimp/Howard 1	Ast	Pup	08h 11m 00s	-14° 22' 00"	7.6 - 10.9	15' x 6'					1.5 degrees south of 19 Pup.  Nose of shrimp is brightest star, tip of tail is the westernmost star.
Red Necked Emu	Red Necked Emu/Bent Fan	Ast	Cyg	20h 14m 00s	36° 35' 00"	5.5 - 10.5	30'					About 12 stars total. Side view of emu with an 'S' shape for head and body and 4 stars at a 90 degree angle make a foot. Bright star in the tail is 29 Cygni.
Renou 18	Renou 18	Ast	Psc	01h 14m 00s	30° 00' 00"	9.0	18'					Looks like the letter 'S' from Superman
Rho Her	Rho Her	Double	Her	17h 23m 42s	37° 09' 00"	4.5, 5.4		4.1	319			
Rho Oph, H 2 19	Rho Oph, H 2 19	Double	Oph	16h 25m 35s	-23° 26' 47"	A=5.0, B=5.7, C=7.2, D=6.8		AB=2.9, AC=149.2, AD=156	AB=337, AC=0, AD=252			
Rinnan's Run	Rinnan's Run	Ast	Sex	10h 46m 00s	03° 26' 00"	9.0 - 10.0	3°					Row of stars, with a small curve on the upper side.
Rocketship	Rocketship/Posey 1	Ast	Psc	23h 16m 00s	-01° 35' 00"	7.0 - 8.0	22' x 50'					Composed of 3 stars making a triangle, with a close double star near it's center. Short line of 3 stars that make the rocket's flame.
RR Her	RR Her/HIP 78721	Carbon	Her	16h 04m 13s	50° 29' 56"	7.8 - 12.5				C5-C8(N0e)		
RS Cyg	RS Cyg/HIP 99653	Carbon	Cyg	20h 13m 23s	38° 43' 44"	6.5 - 9.5				C8 (N0pe)		
RS Sgr	RS Sgr	Double	Sgr	18h 17m 36s	-34° 06' 00"	A=6.0, B=8.7, C=9.5		AB=38.8, AC=94.1				
RT Cap	RT Cap/HIP 99990	Carbon	Cap	20h 17m 06s	-21° 19' 04"	7.0 - 8.1				C6 (N3)		
RT Ori	RT Ori/HIP 26032	Carbon	Ori	05h 33m 13s	07° 09' 12"	8.0 - 8.9				C6(Nb)		
RU Aqr	RU Aqr/HIP 115553	Carbon	Aqr	23h 24m 24s	-17° 19' 08"	8.5 - 10.1				C6 (M5e)		
RU Cam	RU Cam/HIP 35681	Carbon	Cam	07h 21m 44s	69° 40' 14"	8.1 - 9.8				C0-C3(K0-R0)		
RU Pup	RU Pup/HIP 39751	Carbon	Pup	08h 07m 29s	-22° 54' 45"	8.1 - 11.1				C5(N3)		
RV Cyg	RV Cyg/HIP 107242	Carbon	Cyg	21h 43m 16s	38° 01' 02"	7.1 - 9.3				C6 (N5)		
RV Mon	RV Mon/HIP 33550	Carbon	Mon	06h 58m 21s	06° 10' 01"	7.0 - 8.9				C4-C6(Nb/R9)		
RX Peg	RX Peg	Carbon	Peg	21h 56m 22s	22° 51' 39"	7.7 - 9.5				C4 (N3)		
RY Cyg	RY Cyg	Carbon	Cyg	20h 10m 23s	35° 56' 50"	8.5 - 10.3				C4 – C6 (N)		
RY Dra	RY Dra/HIP 63152	Carbon	Dra	12h 56m 25s	65° 59' 39"	6.0 - 8.0				C4(N4p)		
RY Mon	RY Mon/HIP 34326	Carbon	Mon	07h 06m 56s	-07° 33' 26"	7.5 - 9.2				C5-C7(N5/R)		
RZ Peg	RZ Peg/HIP 109189	Carbon	Peg	22h 05m 52s	33° 30' 24"	7.6 - 13.6				C9 (Ne)		
S 516	S 516	Double	CMa	06h 19m 15s	-24° 58' 30"	A=7.3, B=8.3, C=7.0		AB=59.6, AC=300.4	AB=8, AC=243			
S 571	S 571	Double	Cnc	08h 39m 56s	19° 33' 11"	AB=7.3, D=6.7, C=7.5, E=11.7		AC=45.4, DE=92.3	AB=157, AC=242			
S Aur	S Aur	Carbon	Aur	05h 27m 07s	34° 08' 59"	8.2 - 13.3				C4/5(N3)		
S Cam	S Cam/HIP 26753	Carbon	Cam	05h 41m 02s	68° 47' 55"	7.7 - 11.6				C7(R8)		
S Cep	S Cep/HIP 106583	Carbon	Cep	21h 35m 12s	78° 37' 28"	7.4 - 12.9				C7 (N8e)		!
S in Orion's Belt	S in Orion's Belt	Ast	Ori	05h 30m 00s	-01° 00' 00"	1.0 - 7.0	90' x 90'					S' shaped asterism between Epsilon and Delta Orionis.
S Sct	S Sct/HIP 92442	Carbon	Sct	18h 58m 20s	-07° 54' 27"	6.3 - 9.0				C6(N3)		
Sailboat	Sailboat	Ast	LMi	10h 14m 00s	31° 30' 00"	7.0	45'					7 stars, 3 above 4, make up the hull. Bottom of the hull is north. 3 stars create the mast.It also contains the star 22 Leonis.
Sand Shovel	Sand Shovel	Ast	Com	13h 15m 00s	19° 00' 00"	9.0	90'					8 stars form the shovel, and 4 stars shape the handle. Just above M53.
SAO 106516	SAO 106516/HIP 102706	Carbon	Del	20h 48m 36s	17° 50' 23"	7.9 - 8.1				C1 (R0)		
SAO 109003	SAO 109003/HIP 447	Carbon	Psc	00h 05m 22s	08° 47' 16"	8.2 - 8.3				C(G4V)		
SAO 128396	SAO 128396/HIP 117467	Carbon	Psc	23h 49m 05s	06° 22' 56"	8.5 - 8.8				C3 (R3)		
SAO 129989	SAO 129989/HIP 12028	Carbon	Cet	02h 35m 06s	-09° 26' 34"	8.2 - 8.5				C2 (R3)		
SAO 157721	SAO 157721/HIP 63955	Carbon	Vir	13h 06m 24s	-20° 03' 31"	8.5				C2(K5p)		
SAO 46574	SAO 46574/HIP 84266	Carbon	Her	17h 13m 31s	42° 06' 22"	7.3 - 7.7				C3(RU)		
Sea Horse	Sea Horse	Ast	Hya	13h 10m 00s	-23° 30' 00"	9.0 - 10.0	105'					Psi Hydrae is the eye with a bright star above and below for the head. Bright star on the east side is nose. Chain of 7 brighter stars going south is the front with 4 bright stars that curve on the west side for back fin.
Seedling	Seedling	Ast	Peg	21h 43m 00s	10° 20' 00"	10.0	45'					1 half degree from star 8 Pegasi. Chevron of stars create root ball. Stars southeast create branches.
Sh2-071	Sh2-071	PN	Aql	19h 02m 00s	02° 09' 00"	14.0	2' x 1'					faint, large, elongated, w/detail - use filter
Shark	Shark	Ast	UMi	16h 45m 00s	77° 50' 00"	9.0	90'					2 degrees from the star 21 Ursae Minoris. 4 stars are the tail, chevron of 5 stars is the nose. 1 bright star, the fin.
SHJ 223	SHJ 223	Double	CrB	16h 16m 44s	29° 09' 01"	A=5.8, B=13.9, C=10.4, D=10.4		AB=53.8, AC=87.5, AD=123.3, AE=76.6	AB=23, AC=21, AD=50			
SHJ 49	SHJ 49	Double	Ori	04h 58m 59s	14° 32' 36"	A=6.0, B=7.4, C=9.6, D=13.2		AB=39.2, AC=54	AB=306, AC=89, AD=292			
Sickle	Sickle	Ast	Leo	10h 10m 00s	20° 00' 00"	2.0	9° x 15°					Formed by the stars Alpha, Eta, Gamma, Zeta, Mu, and Epsilon Leonis.
Sigma Cas	Sigma Cas	Double	Cas	23h 59m 00s	55° 45' 00"	5.0, 7.2		3	326			
Sigma CrB	Sigma CrB	Double	CrB	16h 14m 42s	33° 52' 00"	5.6, 6.5		7.2	238			
Sigma Ori	Sigma Ori	Double	Ori	05h 38m 42s	-02° 36' 00"	AB=3.8, C=8.8, D=6.6, E=6.6		AB,C=11.6, AB,D=12.9, AB,E=41.5	AB,C=237, AB,D=84, AB,E=62			faint triple star Struve761 same field 3.5' distant
Small Keystone	Small Keystone	Ast	Cet	00h 23m 00s	-23° 30' 00"	7.0 - 8.0	105'					Small keystone shaped asterism
Smiley Face	Smiley Face/Cheshire Cat	Ast	Aur	05h 27m 00s	35° 00' 00"	5.0 - 7.0	60' x 30'					30 arcminutes south of cluster M 38. Curved chain of 8 stars form smile with two eyes.
South 598	South 598	Double	UMa	09h 28m 42s	45° 36' 00"	A=5.5, B=7.8, C=9.7		AB=72.2, AC=84.1				
Spade	Spade	Ast	UMa	09h 42m 00s	53° 20' 00"	9.5 - 10.5	60'					3 stars are visible in the handle. The upper side is shaped by 8 stars.  1.6 degrees southwest of Phi Ursae Majoris.
Spatula	Spatula	Ast	Psc	01h 35m 00s	08° 00' 00"	6.0 - 10.0	90'					Four stars form the blade. Five stars curve to form the handle. Located between star 110 and star 96 Piscium.
Spermatozoon	Spermatozoon	Ast	Tau	05h 43m 00s	21° 30' 00"	8.0	30'					35 Arc minutes East of the star Zeta Tau; a row of stars of about the same magnitude. The brightest star at the tip of a triangular area. use med power 90x
SS Vir	SS Vir/HIP 120212	Carbon	Vir	12h 25m 14s	00° 46' 10"	6.0 - 9.6				C6(Ne)		
ST And	ST And/HIP 116681	Carbon	And	23h 38m 45s	35° 46' 21"	7.7 - 11.8				C4 – C6 (R3e)		
ST Cam	ST Cam/HIP 22552	Carbon	Cam	04h 51m 13s	68° 10' 07"	6.7 - 8.4				C5(N5)		
Star Gun	Star Gun/Stratton 1	Ast	Mon	07h 15m 00s	00° 00' 00"	4.0 - 7.0	60' x 180'					6 stars create barrel with Delta Monocerotis as muzzle and star 21 Monocerotis as front sight. 2 stars perpendicular on west side make grip.
Stargate	STF 1659/Stargate	Double+Ast	Crv	12h 35m 44s	-12° 01' 30"	A=7.8, B=8.3, C=10.8, D=9.8	15'	AB=27.6, AC=43.3, AD=189.6, AE=152, AF=208	AB=351, AC=69, AD=32, AE=275, AF=140			1 degree southwest from M 104. Shape of a triangle within a triangle.
STF 1007 AD	STF 1007 AD	Double	Gem	07h 00m 37s	12° 43' 24"	A=7.4, B=11.4, C=10.0, D=7.7		AB=14.6, AC=21.9, AD=67.7	AB=300, AC=244, AD=28			
STF 1054	STF 1054	Double	Gem	07h 18m 05s	34° 57' 06"	A=8.1, B=10.0, C=9.9		AB=18.6, AC=96.9	AB=292, AC=274			
STF 1075	STF 1075	Double	Cam	07h 27m 44s	62° 59' 45"	A=8.5, B=10.6, C=9.8		AB=7.5, AC=224.3	AB=345, AC=334			
STF 1090	STF 1090	Double	Gem	07h 26m 30s	18° 31' 00"	A=7.3, B=8.2, C=9.5		AB=50, AC=60.9				
STF 1102 ABDE	STF 1102 ABDE	Double	Gem	07h 30m 26s	13° 51' 54"	A=7.3, B=9.2, D=8.4		AB=7.5, AD=112	AB=44, AC=131, AD=131			
STF 1126	STF 1126	Double	CMi	07h 40m 06s	05° 14' 00"	A=6.6, B=7.0, C=11.4		AB=0.9, AC=42.5				
STF 1127	STF 1127	Double	Cam	07h 47m 00s	64° 03' 00"	A=7.0, B=8.5, C=9.7		AB=5.4, AC=11.7				
STF 1169, PKO 21	STF 1169, PKO 21	Double	Cam	08h 16m 31s	79° 30' 03"	A=8.4, B=8.6, C=11.0		AB=20.8, AC=65.9	AB=15, AC=125, BC=97			
STF 1245	STF 1245	Double	Cnc	08h 35m 51s	06° 37' 14"	A=6.0, B=7.2, C=10.7		AB=9.9, AC=99.5	AB=24, AC=110			
STF 1300	STF 1300	Double	Cnc	09h 01m 17s	15° 15' 56"	A=9.4, B=9.7, C=9.9		AB=5, AC=202, AD=198				
STF 1316	STF 1316	Double	Hya	09h 07m 52s	-07° 08' 20"	A=9.0, B=10.7, C=9.9		Aa,B=7.3, Aa,C=7.9				
STF 1364, HJ 466	STF 1364, HJ 466	Double	Leo	09h 32m 01s	20° 02' 49"	A=8.6, B=9.7, C=12.5		AB=16.7, AC=37.5	AB=155, AC=76			
STF 1369	STF 1369	Double	Lyn	09h 35m 24s	39° 58' 00"	A=7.0, B=8.0, C=8.4		AB=25, AC=116.5				
STF 1415	STF 1415	Double	UMa	10h 17m 51s	71° 03' 39"	A=6.6, B=7.2, C=10.8		AB=16.7, AC=153.2	AB=168, AC=13			
STF 1464	STF 1464	Double	Sex	10h 41m 35s	00° 16' 20"	A=8.3, B=10.3, C=10.5		AB=5.8, AC=66.4	AB=302, AC=226			
STF 1473	STF 1473	Double	Hya	10h 47m 36s	-15° 38' 00"	A=7.7, B=8.9, C=10.4		AB=30.6, AC=97.6				
STF 157	STF 157	Double	And	01h 46m 42s	38° 56' 00"	A=9.0, B=9.4, C=10.6		AB=2.1, AC=12.8				
STF 1604	STF 1604	Double	Crv	12h 09m 29s	-11° 51' 25"	A=6.8, B=10.0, C=8.1		AB=9, AC=10.5	AB=88, AC=3			
STF 1608 ABC	STF 1608 ABC	Double	UMa	12h 11m 27s	53° 25' 17"	A=8.0, B=8.2, C=11.0		AB=17, AC=999	AB=221, AC=117			
STF 1619	STF 1619	Double	Vir	12h 15m 06s	-07° 15' 00"	A=8.1, B=8.3, C=10.5		AB=6.8, AC=98.8				
STF 162	STF 162	Double	Per	01h 49m 15s	47° 53' 47"	A=6.5, B=7.2, C=9.2, D=10.0		AB=1.9, AC=20.8, AD=138.7	AB=199, AC=179, AD=96			
STF 1669	STF 1669	Double	Crv	12h 41m 15s	-13° 00' 50"	A=5.8, B=5.8, C=10.3		AB=5.3, AC=45.9	AB=313, AC=228			
STF 1685	STF 1685	Double	Com	12h 51m 54s	19° 10' 19"	A=7.3, B=7.7, C=8.2		AB=15.8, AC=243				
STF 1691 ABC*	STF 1691 ABC*	Double	UMa	12h 55m 00s	58° 09' 38"	A=8.5, B=9.8, C=9.6		AB=18.6, AC=130				
STF 1769	STF 1769	Double	CVn	13h 38m 01s	39° 10' 41"	A=7.9, B=10.4, C=9.3, D=13.0		AB=1.6, AC=56.5, AD=151.6	AB=45, AC=259, AD=188			
STF 1788	STF 1788	Double	Vir	13h 55m 00s	-08° 04' 00"	A=6.7, B=7.3, C=10.8		AB=3.5, AC=117.3				
STF 1808	STF 1808	Double	Boo	14h 10m 07s	26° 35' 58"	A=8.8, B=9.6, C=11.8		AC=2.6, AD=61.2	AB=81, AC=109			
STF 1830 & 1831 ABCDEFG	STF 1830 & 1831 ABCDEFG	Double	UMa	14h 16m 00s	56° 41' 21"	A=7.2, B=9.6, C=6.7, E=9.3, F=10.3		AB=5.7, AC=112, AD=112, EF=10.4				
STF 1843	STF 1843	Double	Boo	14h 24m 39s	47° 49' 50"	A=7.7, B=9.2, C=9.7		AB=19.9, AC=100.4	AB=186, AC=63			
STF 1854	STF 1854	Double	Boo	14h 29m 49s	31° 47' 28"	A=6.0, B=10.6, C=11.0		AB=25.6, AC=106.9	AB=256, AC=121, AE=275, AF=139			
STF 1896	STF 1896	Double	Boo	14h 58m 22s	44° 02' 36"	A=9.0, B=9.5, C=10.9		AB=4.1, AC=65	AB=277, AC=341			
STF 1964	STF 1964	Double	CrB	15h 38m 12s	36° 14' 48"	A=8.1, B=9.9, C=8.1, D=9.0		AB=1.2, AC=14.5, AD=15.1, CD=1.5	AB=81, AC=90, AD=85			
STF 1996 ABC	STF 1996 ABC	Double	Dra	15h 56m 31s	57° 16' 58"	A=10.2, B=10.6, C=10.5		AB=19.4, AC=161	AB=108, AC=141			
STF 2007	STF 2007	Double	Ser	16h 06m 03s	13° 19' 16"	A=6.8, B=7.9, C=10.8		AB=38.6, AC=162.7	AB=322, AC=137			
STF 2011	STF 2011	Double	CrB	16h 07m 38s	28° 59' 44"	A=7.9, B=10.2, C=9.4		AB=2, AC=118	AB=65, AC=350, AE=263			
STF 2050 ABCD	STF 2050 ABCD	Double	Oph	16h 30m 50s	-13° 07' 58"	A=8.2, B=9.7, D=12.9		AB=5.6, AC=140.7, AD=81.3	AB=219, AC=295, AD=44			
STF 2052	STF 2052	Double	Her	16h 28m 53s	18° 24' 51"	A=7.7, B=7.9, C=11.8		AB=2.4, AC=141.4	AB=118, AC=41			
STF 2083	STF 2083	Double	Her	16h 42m 44s	13° 36' 29"	A=9.1, B=9.6, C=11.4		AB=12.7, AC=119.1	AB=334, AC=191, CD=30			
STF 2087	STF 2087	Double	Her	16h 42m 36s	23° 40' 00"	A=8.8, B=8.9, C=12.0		AB=5.2, AC=119.6				
STF 2302	STF 2302	Double	Dra	18h 02m 51s	75° 47' 24"	A=7.0, B=9.9, C=9.6		AB=5, AC=22.9	AB=248, AC=278			
STF 2466	STF 2466	Double	Lyr	19h 07m 54s	29° 48' 00"	A=8.6, B=9.0, C=10.8		AB=2.4, AC=98.3				
STF 2521 ABCD	STF 2521 ABCD	Double	Vul	19h 26m 29s	19° 53' 30"	A=5.8, B=10.5, C=10.5, D=10.5		AB=29, AC=75, AD=152	AB=32, AC=326, AD=62			
STF 2532	STF 2532	Double	Aql	19h 30m 12s	02° 54' 00"	A=6.4, B=10.6, C=10.9		AB=32.9, AC=119.5				
STF 258 + BU 876AB	STF 258 + BU 876AB	Double	Tri	02h 23m 54s	33° 30' 28"	A=7.9, B=11.3, C=10.2, D=10.6		AB=1.2, AC=70.9, CD=6.4	AB=241, AC=152, CD=30			
STF 2673, 2374	STF 2673, 2374	Double	Del	20h 22m 44s	13° 20' 25"	A=8.3, B=9.8, C=8.6, D=11.4		AB=2.4, AC=76.5, CD=15	AB=326, AC=100, AD=1			
STF 270	STF 270	Double	Per	02h 30m 51s	55° 32' 54"	A=7.0, B=9.7, C=11.4, D=14.2		AB=21.3, AC=47.9, AD=51	AB=306, AC=334, AD=281			
STF 271	STF 271	Double	Ari	02h 30m 32s	25° 14' 07"	A=5.9, B=9.9, C=12.7		AB=12.8, AC=183.5	AB=183, AC=20			
STF 2787	STF 2787	Double	Aqr	21h 21m 48s	02° 01' 38"	A=7.5, B=8.6, C=11.4		AB=22.4, AC=70.7	AB=20, AC=94, AD=151			
STF 2790	STF 2790	Double	Cep	21h 19m 18s	58° 37' 00"	A=5.9, B=9.3, C=10.1		AB=4.5, AC=75.1				
STF 2799	STF 2799	Double	Peg	21h 28m 53s	11° 05' 05"	A=7.3, B=7.4, C=10.2		AB=1.9, AC=135.9	AB=258, AC=331			
STF 28, FYM 12	STF 28, FYM 12	Double	And	00h 23m 53s	29° 30' 09"	A=8.3, B=8.5, C=9.8		AB=33, AC=145.9	AB=224, AC=137			
STF 2816	STF 2816/Struve 2816	Double	Cep	21h 39m 00s	57° 29' 00"	A=5.7, C=7.5, D=7.5		AC=11.8, AD=20.6	AC=120, AD=338			
STF 291	STF 291	Double	Ari	02h 39m 04s	28° 53' 54"	A=7.6, B=7.5, C=9.5		AB=3.4, AC=65.2	AB=118, AC=242			
STF 2944	STF 2944	Double	Aqr	22h 47m 50s	-04° 14' 43"	A=7.3, B=7.7, C=8.6		AB=1.8, AC=60.6	AB=307, AC=85, BC=310			
STF 3021	STF 3021	Double	Peg	23h 31m 24s	16° 13' 00"	A=8.1, B=9.3, C=10.8		AB=8.7, AC=118				
STF 3041	STF 3041	Double	Peg	23h 47m 54s	17° 03' 00"	A=8.4, B=9.1, C=9.2		AB=4.1, AC=57				
STF 3048	STF 3048	Double	Peg	23h 58m 12s	24° 20' 00"	A=7.9, B=10.2, C=11.3		AB=8.5, AC=37.5				
STF 3053	STF 3053	Double	Cas	00h 02m 36s	66° 06' 00"	A=6.0, B=7.2, C=11.0		AB=15.1, AC=98.5				
STF 3056 AB,C,D	STF 3056 AB,C,D	Double	And	00h 04m 40s	34° 15' 54"	A=7.7, C=10.1, D=10.6		AB,C=26, AB,D=95.3	AB,C=4, AB,D=238, AB,D=107			
STF 3060 ABCDE	STF 3060 ABCDE	Double	Peg	00h 05m 55s	18° 04' 34"	A=9.3, B=9.6, C=12.0		AB=3.4, AC=66	AB=136, AC=272			
STF 373 AB, STTA 33 AC, STU1 AD	STF 373 AB, STTA 33 AC, STU1 AD	Double	Cam	03h 22m 05s	62° 44' 29"	A=7.7, B=10.0, C=7.8, D=9.2		AB=20, AC=115.5, AD=179.2	AB=120, AC=112, AD=168			
STF 42	STF 42	Double	And	00h 36m 02s	29° 59' 34"	A=8.3, B=9.0, C=11.5		AB=6.3, AC=36.7	AB=20, AC=290			
STF 430	STF 430	Double	Tau	03h 40m 30s	05° 08' 00"	A=6.8, B=9.6, C=10.5		AB=26.6, AC=34.9				
STF 479	STF 479	Double	Tau	04h 00m 54s	23° 12' 00"	A=6.9, B=7.8, C=9.5		AB=7.2, AC=58.3				
STF 518 A, BC, D, E	STF 518 A, BC, D, E	Double	Eri	04h 15m 16s	-07° 39' 10"	A=4.0, B=9.3, C=11.1, D=12.6		A,BC=83, AC=77.3, AD=481, AE=569	A,BC=102, AC=97, AD=38			
STF 533	STF 533	Double	Per	04h 24m 25s	34° 18' 53"	A=7.3, B=8.4, C=12.0		AB=20, AC=107	AB=61, AC=193			
STF 617 and STF 618	STF 617 and STF 618	Double	Cam	05h 03m 26s	63° 00' 18"	A=7.6, B=7.9, C=11.8, D=9.2		AB=33, AC=148, AD=295	AB=211, AC=194, AD=189			
STF 697	STF 697	Double	Ori	05h 23m 32s	16° 02' 26"	A=7.2, B=8.1, C=10.8, D=10.7		AB=25.9, AC=98.1, AD=250	AB=286, AC=284, AD=283			
STF 711 ABCD	STF 711 ABCD	Double	Aur	05h 31m 29s	54° 39' 16"	A=7.8, B=9.7, C=11.0		AB=7.6, AC=174.9	AB=224, AC=254			
STF 718 ABC	STF 718 ABC	Double	Aur	05h 32m 21s	49° 23' 36"	A=7.5, B=7.5, C=11.2		AB=7.7, AC=117.9	AB=73, AC=186			
STF 734	STF 734	Double	Ori	05h 33m 06s	-01° 43' 00"	A=6.7, B=8.2, C=8.4		AB=1.7, AC=29.5				
STF 761 & 762	STF 761 & 762	Double	Ori	05h 38m 37s	-02° 33' 13"	A=7.8, B=8.3, C=8.5, D=11.8		AB=68.1, AC=72.1, AD=32.7	AB=202, AC=209, AD=308			
STF 780	STF 780	Double	Cam	05h 51m 00s	65° 45' 00"	A=7.0, B=8.2, C=10.2		AB=4, AC=12.5				
STF 788	STF 788	Double	Ori	05h 44m 43s	03° 49' 53"	A=7.6, B=10.0, C=10.3		AB=7.5, AC=36.2	AB=91, AC=149			
STF 796	STF 796	Double	Aur	05h 49m 56s	31° 47' 09"	A=7.2, B=8.2, C=10.2		AB=3.7, AC=209.6	AB=62, AC=325			
STF 815	STF 815	Double	Ori	05h 54m 35s	05° 13' 21"	A=8.3, B=9.8, C=9.7		AB=13, AC=85	AB=137, AC=309			
STF 866	STF 866	Double	Cam	06h 18m 16s	62° 11' 52"	A=8.9, B=10.1, C=9.6		AB=17.7, AC=80	AB=197, AC=269			
STF 915	STF 915	Double	Mon	06h 28m 12s	05° 16' 00"	A=7.6, B=8.5, C=11.6		AB=5.9, AC=39.2				
STF 939	STF 939	Double	Mon	06h 35m 54s	05° 19' 00"	A=8.4, B=9.2, C=9.4		AB=25, AC=29.8				
STF 941	STF 941	Double	Aur	06h 38m 42s	41° 35' 00"	A=7.3, B=8.2, C=10.5		AB=1.9, AC=83.9				
STF 982 ABC	STF 982 ABC	Double	Gem	06h 54m 39s	13° 10' 40"	A=4.7, B=7.8, C=11.3		AB=7.3, AC=118.7	AB=142, AC=328			
STFA 25 ABC	STFA 25 ABC	Double	Dra	13h 13m 28s	67° 17' 17"	A=6.6, B=7.0, C=8.0		AB=179, AC=105				
STFA 31AB	STFA 31AB	Double	Her	16h 40m 38s	04° 13' 11"	A=5.8, B=6.9, C=11.4		AB=69.6, AC=25.7	AB=229, AC=316			
STFA 7 and STF 401	STFA 7 and STF 401	Double	Tau	03h 31m 21s	27° 34' 18"	A=6.5, B=6.9, C=10.8		AB=11.4, AC=999	AB=269, AC=129			
STFA 8 Alcyone	STFA 8 Alcyone	Double	Tau	03h 47m 29s	24° 06' 18"	A=2.8, B=6.2, C=8.2, D=8.7		AB=117, AC=313, AD=191	AB=291, AC=313, AD=297			
Stock 1	Stock 1	OCl	Vul	19h 35m 00s	25° 06' 00"	5.3	60'					
Stock 2	Stock 2	OCl	Cas	02h 15m 00s	59° 16' 00"	4.4	60'					
Stock 23	Stock 23/Pazmino's Cluster	OCl	Cam	03h 16m 00s	60° 02' 00"	6.2	29'					
Struve 1999	Struve 1999	Double	Sco	16h 04m 24s	-11° 27' 00"	7.5, 8.1		11.9	98			
Struve 2404	Struve 2404	Double	Aql	18h 50m 48s	10° 59' 00"	6.9, 7.8		3.4	181			
Struve 331	Struve 331	Double	Per	03h 00m 54s	52° 21' 00"	5.2, 6.2		11.9	85			
Struve 747	Struve 747	Double	Ori	05h 35m 00s	-06° 00' 00"	4.7, 5.5		35.9	226			
STT 204, WAL 56	STT 204, WAL 56	Double	Leo	09h 38m 45s	10° 46' 39"	A=6.7, B=10.7, C=10.6		AB=8.2, AC=85.7	AB=99, AC=81			
